@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
25, 102, 173, 2904, groats
24, 75, 191, 3990, groats
21, 103, 141, 2278, groats
25, 73, 161, 2015, groats
21, 99, 157, 1680, groats
18, 113, 151, 2201, groats
20, 109, 166, 1428, groats
21, 96, 85, 2345, groats
19, 117, 116, 1770, groats
21, 124, 121, 2146, groats
21, 93, 167, 2376, groats
26, 83, 157, 2294, groats
23, 126, 138, 2325, groats
21, 121, 126, 2584, groats
20, 73, 139, 2294, groats
21, 116, 134, 2541, groats
19, 114, 134, 2624, groats
19, 98, 172, 3034, groats
21, 112, 130, 2400, groats
20, 66, 147, 2800, groats
13, 120, 117, 3237, groats
20, 84, 145, 2805, groats
21, 114, 152, 6164, groats
17, 108, 97, 2262, groats
19, 114, 121, 2730, groats
22, 95, 187, 3150, groats
16, 122, 88, 2760, groats
22, 89, 175, 3256, groats
21, 79, 148, 3293, groats
20, 103, 129, 2697, groats
22, 105, 179, 3330, groats
22, 94, 165, 3569, groats
24, 99, 154, 3230, groats
24, 78, 156, 3072, groats
24, 90, 179, 2958, groats
22, 98, 158, 1711, groats
22, 71, 119, 2001, groats
22, 111, 159, 2747, groats
20, 115, 166, 2479, groats
24, 92, 147, 2412, groats
20, 108, 161, 1846, groats
21, 104, 132, 2088, groats
23, 71, 159, 1950, groats
20, 89, 160, 2880, groats
24, 100, 160, 2625, groats
22, 84, 154, 2072, groats
20, 107, 155, 2294, groats
23, 100, 153, 2054, groats
16, 95, 118, 2736, groats
21, 108, 156, 2310, groats
22, 100, 173, 2184, groats
17, 114, 127, 2960, groats
20, 87, 155, 2739, groats
22, 108, 154, 2788, groats
22, 84, 158, 2542, groats
14, 149, 106, 2604, groats
15, 110, 135, 2992, groats
20, 98, 153, 2849, groats
19, 91, 157, 3045, groats
20, 120, 144, 3080, groats
18, 136, 77, 3738, groats
20, 124, 142, 2200, groats
21, 82, 130, 3393, groats
18, 151, 118, 3204, groats
24, 97, 182, 3360, groats
22, 92, 167, 3007, groats
17, 91, 184, 5580, groats
19, 98, 128, 2184, groats
26, 78, 156, 2223, groats
20, 119, 120, 2268, groats
19, 109, 169, 2144, groats
15, 100, 115, 1820, groats
28, 80, 150, 2412, groats
20, 128, 126, 2760, groats
21, 113, 158, 1848, groats
18, 74, 159, 2059, groats
19, 118, 140, 2025, groats
19, 83, 175, 3256, groats
23, 118, 155, 2812, groats
19, 84, 134, 2128, groats
24, 128, 152, 2480, groats
18, 137, 127, 3220, groats
25, 78, 160, 2652, groats
22, 122, 130, 2592, groats
21, 97, 153, 3358, groats
20, 113, 131, 3360, groats
20, 98, 154, 2952, groats
20, 128, 153, 2752, groats
21, 106, 171, 2924, groats
23, 107, 164, 3256, groats
23, 95, 185, 3825, groats
20, 124, 123, 2640, groats
17, 117, 109, 2856, groats
16, 114, 164, 3560, groats
11, 83, 68, 3060, groats
20, 97, 174, 2904, groats
21, 105, 162, 2604, groats
23, 88, 160, 3610, groats
20, 100, 140, 3420, groats
21, 87, 146, 3384, groats
23, 101, 170, 2516, groats
22, 113, 194, 2940, groats
21, 114, 130, 2067, groats
20, 99, 124, 1947, groats
25, 74, 159, 1922, groats
24, 97, 178, 1920, groats
21, 72, 148, 2457, groats
20, 86, 187, 2394, groats
20, 125, 153, 1820, groats
17, 99, 150, 2142, groats
19, 150, 133, 2201, groats
23, 102, 163, 2130, groats
20, 125, 131, 2304, groats
19, 116, 136, 2232, groats
26, 101, 142, 2016, groats
25, 69, 145, 2100, groats
17, 62, 170, 2016, groats
21, 104, 165, 2664, groats
23, 89, 175, 2590, groats
21, 97, 150, 2432, groats
21, 86, 171, 2233, groats
22, 107, 174, 2240, groats
21, 124, 146, 2320, groats
27, 107, 134, 2960, groats
18, 100, 155, 3403, groats
22, 123, 95, 2304, groats
20, 59, 186, 2640, groats
18, 94, 106, 2542, groats
21, 114, 165, 2940, groats
20, 89, 160, 2739, groats
25, 92, 182, 3010, groats
20, 101, 174, 2580, groats
26, 65, 173, 2822, groats
22, 74, 159, 1904, groats
24, 120, 163, 1540, groats
25, 110, 174, 1736, groats
22, 111, 158, 2418, groats
19, 117, 122, 2448, groats
24, 98, 146, 2001, groats
21, 103, 159, 2613, groats
19, 104, 149, 2208, groats
22, 77, 172, 2346, groats
18, 134, 120, 2170, groats
21, 109, 161, 2190, groats
19, 83, 166, 2516, groats
22, 92, 161, 2590, groats
21, 117, 153, 2700, groats
21, 100, 140, 3075, groats
23, 84, 155, 2475, groats
22, 102, 165, 3150, groats
19, 135, 140, 2849, groats
25, 87, 156, 2079, groats
21, 103, 154, 3239, groats
23, 98, 167, 2822, groats
22, 97, 179, 2541, groats
23, 94, 139, 2952, groats
22, 112, 130, 3108, groats
24, 98, 156, 3060, groats
24, 107, 148, 2635, groats
28, 78, 156, 2880, groats
23, 94, 135, 3003, groats
19, 128, 143, 3549, groats
21, 111, 173, 3094, groats
18, 112, 162, 3026, groats
20, 80, 144, 3255, groats
19, 100, 160, 3840, groats
16, 111, 159, 1820, groats
19, 114, 127, 4017, groats
27, 90, 150, 1792, groats
22, 93, 140, 2405, groats
20, 115, 178, 2001, groats
21, 93, 167, 2040, groats
20, 99, 129, 2240, groats
19, 80, 160, 1836, groats
21, 136, 143, 2520, groats
18, 112, 143, 2343, groats
16, 99, 136, 2346, groats
19, 81, 167, 3528, groats
26, 82, 172, 2508, groats
23, 99, 144, 2387, groats
24, 98, 161, 2541, groats
20, 101, 171, 2528, groats
21, 108, 130, 2370, groats
18, 112, 141, 2475, groats
19, 80, 163, 1976, groats
20, 126, 136, 2387, groats
15, 121, 150, 2187, groats
23, 98, 179, 2542, groats
19, 108, 118, 2158, groats
19, 139, 156, 2480, groats
20, 112, 161, 2573, groats
21, 119, 152, 2788, groats
21, 111, 168, 2378, groats
18, 63, 134, 2624, groats
16, 122, 115, 3444, groats
9, 93, 113, 2835, groats
19, 94, 138, 2975, groats
17, 103, 146, 2580, groats
19, 116, 125, 2992, groats
24, 75, 142, 3420, groats
19, 80, 150, 3535, groats
22, 83, 176, 1920, groats
26, 111, 159, 1885, groats
18, 121, 133, 2142, groats
17, 136, 142, 2240, groats
17, 127, 135, 2211, groats
21, 67, 133, 2680, groats
18, 68, 153, 2015, groats
28, 82, 168, 2736, groats
19, 92, 170, 2088, groats
22, 90, 147, 2117, groats
21, 115, 158, 2952, groats
11, 108, 111, 1950, groats
25, 83, 141, 2072, groats
15, 164, 90, 2432, groats
19, 84, 155, 1771, groats
22, 89, 146, 2640, groats
20, 112, 143, 1587, groats
21, 90, 155, 2592, groats
22, 120, 106, 2541, groats
21, 84, 145, 2923, groats
23, 95, 171, 2772, groats
19, 93, 142, 2988, groats
20, 122, 132, 3230, groats
24, 110, 146, 2706, groats
17, 82, 115, 3060, groats
24, 103, 126, 2430, groats
23, 81, 171, 3471, groats
23, 87, 168, 2822, groats
17, 107, 141, 3094, groats
27, 78, 141, 5100, groats
18, 85, 108, 3264, groats
25, 67, 160, 2350, groats
22, 119, 152, 1898, groats
23, 99, 165, 1988, groats
18, 106, 157, 1608, groats
23, 96, 185, 2993, groats
24, 87, 143, 2117, groats
17, 109, 129, 2175, groats
21, 112, 180, 2765, groats
14, 152, 106, 5390, groats
20, 97, 153, 1825, groats
21, 102, 157, 2475, groats
17, 100, 166, 2263, groats
22, 90, 158, 2418, groats
24, 90, 141, 2268, groats
23, 97, 139, 2592, groats
22, 98, 167, 2573, groats
21, 106, 168, 2460, groats
21, 108, 134, 2028, groats
20, 113, 144, 2408, groats
23, 105, 168, 2870, groats
21, 94, 181, 2752, groats
24, 92, 136, 2754, groats
19, 102, 128, 3198, groats
23, 87, 167, 3157, groats
22, 85, 162, 2418, groats
18, 142, 160, 2808, groats
19, 99, 154, 2592, groats
20, 101, 166, 3240, groats
18, 81, 151, 2241, groats
25, 87, 153, 3588, groats
23, 114, 163, 3404, groats
24, 64, 151, 2816, groats
29, 82, 162, 2232, groats
20, 132, 149, 1830, groats
22, 104, 166, 1674, groats
22, 90, 158, 2278, groats
22, 129, 134, 2508, groats
22, 91, 159, 2508, groats
20, 74, 145, 2080, groats
21, 114, 154, 2176, groats
23, 96, 146, 1848, groats
21, 114, 107, 2442, groats
20, 86, 172, 2059, groats
24, 91, 162, 2001, groats
25, 94, 157, 2806, groats
23, 105, 158, 2294, groats
23, 98, 149, 1904, groats
22, 99, 152, 3552, groats
21, 102, 147, 2584, groats
18, 90, 159, 2541, groats
22, 65, 152, 2511, groats
20, 80, 149, 2324, groats
22, 103, 175, 3204, groats
20, 90, 150, 3115, groats
18, 95, 150, 2765, groats
20, 119, 109, 3330, groats
20, 97, 169, 3382, groats
24, 100, 165, 2666, groats
17, 161, 114, 3220, groats
28, 89, 137, 3306, groats
22, 121, 162, 2904, groats
23, 75, 149, 3008, groats
21, 100, 148, 1815, groats
23, 100, 146, 1624, groats
22, 86, 167, 1881, groats
25, 91, 149, 1876, groats
26, 72, 174, 2144, groats
23, 85, 156, 2244, groats
19, 141, 139, 2244, groats
25, 116, 130, 2001, groats
23, 94, 154, 2208, groats
22, 98, 141, 2190, groats
23, 105, 160, 2368, groats
22, 96, 156, 2146, groats
22, 101, 159, 2812, groats
23, 96, 157, 2400, groats
26, 83, 145, 2368, groats
23, 130, 157, 2175, groats
18, 123, 124, 2464, groats
20, 94, 152, 2002, groats
19, 104, 159, 2772, groats
21, 97, 147, 2430, groats
19, 97, 190, 2560, groats
22, 109, 161, 2542, groats
13, 108, 92, 5074, groats
19, 132, 116, 3024, groats
17, 121, 99, 2706, groats
24, 84, 152, 3145, groats
19, 98, 146, 3240, groats
21, 92, 149, 2912, groats
23, 110, 169, 3720, groats
24, 84, 167, 6642, groats
21, 77, 173, 1984, groats
23, 98, 153, 1891, groats
25, 95, 156, 1769, groats
21, 96, 156, 1914, groats
23, 85, 159, 2130, groats
25, 87, 146, 2310, groats
19, 99, 132, 2100, groats
25, 101, 146, 2304, groats
23, 104, 179, 2628, groats
19, 131, 127, 2272, groats
16, 91, 162, 2376, groats
23, 91, 143, 2208, groats
20, 110, 176, 1971, groats
24, 102, 147, 2220, groats
23, 17, 59, 2190, groats
17, 78, 140, 1971, groats
14, 124, 132, 2368, groats
20, 113, 142, 2201, groats
24, 89, 152, 2310, groats
18, 118, 145, 2184, groats
20, 110, 157, 2240, groats
24, 98, 171, 2730, groats
18, 113, 145, 1950, groats
21, 88, 151, 2370, groats
28, 92, 153, 3078, groats
20, 89, 172, 2656, groats
21, 105, 170, 2838, groats
25, 91, 160, 2805, groats
19, 88, 169, 2550, groats
21, 102, 140, 3010, groats
22, 75, 147, 2523, groats
12, 143, 89, 2992, groats
26, 100, 94, 4880, groats
25, 88, 151, 1767, groats
19, 126, 130, 1829, groats
21, 89, 143, 2176, groats
22, 100, 143, 2070, groats
23, 101, 172, 2304, groats
20, 102, 175, 2190, groats
22, 82, 134, 2520, groats
21, 100, 184, 2232, groats
25, 94, 149, 2016, groats
19, 98, 174, 2409, groats
17, 148, 114, 2414, groats
21, 115, 133, 1924, groats
20, 127, 137, 2400, groats
19, 110, 153, 1998, groats
22, 110, 172, 2496, groats
26, 88, 169, 2211, groats
21, 79, 148, 2054, groats
20, 117, 151, 2574, groats
20, 104, 154, 2156, groats
22, 101, 174, 2560, groats
24, 96, 152, 2923, groats
20, 98, 177, 2640, groats
21, 118, 167, 2214, groats
21, 103, 173, 2835, groats
20, 102, 155, 2656, groats
18, 112, 132, 2905, groats
21, 81, 155, 2610, groats
16, 98, 130, 2025, groats
22, 99, 175, 3026, groats
20, 122, 136, 2728, groats
23, 92, 174, 3115, groats
23, 78, 131, 3293, groats
25, 77, 172, 2592, groats
23, 122, 136, 1860, groats
26, 104, 157, 2170, groats
20, 73, 157, 1701, groats
22, 100, 151, 1876, groats
29, 74, 144, 2108, groats
23, 80, 168, 2070, groats
23, 96, 141, 2070, groats
20, 87, 120, 1972, groats
21, 99, 185, 1725, groats
19, 95, 180, 2208, groats
20, 76, 138, 2701, groats
24, 81, 157, 2304, groats
17, 97, 144, 1925, groats
19, 96, 181, 2730, groats
27, 103, 159, 2640, groats
23, 86, 151, 2511, groats
19, 87, 150, 2640, groats
13, 68, 143, 2923, groats
23, 100, 174, 2158, groats
23, 63, 178, 2688, groats
22, 82, 147, 4284, groats
26, 100, 155, 2520, groats
20, 86, 137, 3045, groats
18, 132, 122, 2697, groats
20, 80, 176, 2697, groats
20, 89, 170, 2581, groats
20, 118, 140, 3432, groats
24, 97, 165, 3560, groats
20, 103, 153, 2883, groats
20, 121, 131, 3008, groats
24, 72, 171, 2945, groats
26, 67, 145, 2915, groats
23, 110, 160, 2196, groats
22, 85, 159, 2074, groats
20, 91, 154, 1922, groats
25, 62, 152, 1675, groats
22, 115, 184, 2100, groats
24, 99, 149, 2100, groats
22, 99, 162, 2272, groats
21, 116, 156, 2548, groats
21, 108, 128, 2336, groats
17, 114, 110, 3182, groats
24, 99, 149, 2232, groats
22, 100, 163, 2232, groats
20, 92, 147, 2294, groats
20, 87, 161, 1850, groats
21, 91, 163, 1944, groats
18, 110, 155, 2475, groats
20, 93, 146, 2482, groats
23, 141, 134, 2482, groats
20, 70, 161, 2204, groats
21, 77, 139, 2584, groats
18, 96, 165, 2310, groats
21, 97, 134, 1794, groats
16, 92, 175, 2640, groats
18, 92, 149, 2480, groats
17, 92, 130, 2916, groats
18, 89, 164, 3154, groats
23, 88, 182, 2988, groats
18, 120, 160, 2720, groats
22, 103, 180, 2635, groats
20, 103, 154, 2465, groats
22, 103, 168, 3132, groats
23, 84, 173, 3036, groats
25, 152, 82, 5616, groats
27, 91, 169, 1770, groats
29, 74, 138, 2277, groats
20, 155, 151, 1932, groats
21, 70, 142, 2331, groats
20, 85, 193, 2448, groats
21, 109, 164, 1988, groats
26, 84, 146, 2400, groats
21, 98, 158, 2325, groats
21, 98, 143, 2400, groats
21, 114, 130, 2232, groats
22, 106, 145, 2464, groats
24, 85, 172, 2511, groats
22, 110, 139, 2640, groats
23, 96, 167, 2378, groats
20, 88, 165, 2050, groats
25, 105, 155, 2754, groats
21, 72, 156, 2835, groats
20, 89, 140, 3432, groats
20, 94, 133, 2146, groats
20, 115, 153, 2436, groats
21, 103, 144, 2635, groats
23, 92, 160, 3096, groats
17, 105, 155, 2975, groats
21, 79, 154, 3268, groats
21, 149, 103, 2775, groats
20, 135, 127, 2752, groats
21, 101, 157, 2666, groats
23, 106, 181, 2970, groats
19, 109, 145, 1566, groats
20, 104, 167, 1922, groats
18, 109, 140, 2108, groats
18, 129, 142, 2170, groats
24, 91, 163, 1836, groats
22, 85, 178, 2516, groats
21, 65, 152, 1988, groats
20, 165, 88, 2160, groats
22, 75, 195, 2072, groats
20, 110, 157, 2146, groats
22, 82, 167, 2550, groats
26, 86, 148, 2652, groats
16, 89, 86, 1798, groats
22, 112, 171, 2686, groats
11, 122, 111, 2886, groats
21, 86, 145, 2736, groats
17, 135, 89, 2624, groats
21, 88, 179, 2436, groats
20, 70, 120, 2924, groats
22, 92, 128, 2739, groats
16, 133, 125, 3315, groats
15, 156, 90, 3094, groats
23, 82, 161, 2912, groats
19, 89, 149, 2924, groats
20, 103, 148, 3367, groats
21, 91, 166, 2945, groats
22, 98, 175, 4275, groats
21, 105, 185, 4181, groats
23, 69, 148, 1820, groats
24, 87, 143, 2070, groats
18, 107, 153, 2409, groats
22, 86, 155, 2044, groats
22, 110, 157, 1725, groats
18, 92, 144, 2368, groats
20, 78, 138, 2387, groats
23, 93, 172, 2310, groats
20, 130, 122, 1628, groats
20, 122, 130, 2240, groats
21, 96, 157, 2673, groats
18, 134, 143, 2916, groats
20, 108, 158, 2673, groats
21, 96, 143, 2573, groats
22, 94, 173, 2494, groats
21, 94, 133, 2496, groats
24, 101, 152, 2380, groats
16, 93, 126, 2349, groats
22, 156, 75, 2720, groats
19, 81, 107, 2697, groats
17, 81, 136, 2958, groats
20, 90, 139, 2610, groats
22, 115, 131, 2697, groats
19, 132, 143, 2976, groats
25, 97, 152, 3534, groats
17, 107, 119, 3162, groats
24, 81, 166, 1925, groats
21, 94, 180, 1848, groats
20, 99, 157, 1943, groats
23, 101, 139, 2108, groats
24, 99, 142, 2232, groats
25, 104, 155, 2400, groats
18, 95, 140, 2294, groats
26, 73, 157, 3300, groats
20, 99, 142, 2686, groats
24, 95, 177, 2233, groats
20, 84, 139, 2356, groats
20, 82, 152, 2765, groats
20, 138, 120, 2574, groats
23, 121, 129, 2592, groats
19, 104, 152, 2640, groats
21, 120, 132, 3760, groats
28, 79, 132, 2573, groats
21, 74, 144, 2604, groats
18, 107, 176, 2905, groats
16, 129, 99, 3145, groats
22, 99, 182, 2871, groats
21, 89, 157, 2924, groats
18, 95, 140, 2924, groats
22, 117, 131, 3094, groats
24, 77, 146, 3115, groats
23, 81, 155, 3441, groats
20, 69, 158, 3094, groats
22, 95, 159, 2220, groats
20, 103, 176, 3213, groats
20, 116, 158, 1612, groats
24, 94, 166, 2312, groats
15, 106, 108, 2139, groats
22, 93, 167, 2070, groats
19, 108, 153, 2484, groats
22, 94, 141, 2100, groats
21, 137, 127, 2040, groats
24, 77, 175, 2016, groats
21, 123, 139, 2232, groats
25, 103, 149, 2072, groats
22, 96, 154, 2485, groats
23, 94, 160, 2590, groats
22, 58, 166, 2387, groats
20, 110, 155, 2324, groats
25, 77, 163, 1782, groats
20, 87, 173, 2784, groats
21, 87, 162, 3078, groats
19, 97, 140, 2436, groats
23, 102, 128, 2790, groats
23, 78, 161, 3094, groats
24, 93, 165, 2728, groats
19, 108, 153, 3003, groats
20, 105, 133, 3162, groats
23, 112, 157, 2914, groats
19, 131, 127, 7684, groats
32, 95, 131, 2250, groats
20, 89, 129, 2744, groats
23, 90, 148, 1740, groats
18, 104, 96, 2552, groats
24, 75, 180, 2112, groats
19, 107, 183, 2470, groats
16, 127, 108, 2574, groats
29, 50, 153, 2709, groats
26, 83, 153, 2160, groats
23, 94, 158, 2376, groats
23, 99, 139, 2170, groats
18, 94, 163, 4484, groats
17, 80, 166, 2146, groats
23, 93, 124, 2220, groats
23, 121, 133, 3600, groats
21, 78, 196, 2937, groats
23, 83, 170, 2625, groats
25, 109, 124, 2560, groats
20, 91, 166, 2838, groats
23, 82, 153, 3071, groats
20, 110, 125, 2408, groats
25, 87, 153, 2805, groats
21, 97, 153, 3354, groats
17, 70, 142, 2573, groats
21, 133, 130, 2924, groats
21, 87, 144, 2666, groats
23, 90, 144, 3404, groats
17, 107, 153, 3135, groats
25, 91, 146, 1736, groats
20, 109, 166, 1798, groats
26, 99, 132, 1920, groats
20, 104, 142, 1980, groats
21, 91, 134, 2535, groats
22, 109, 159, 2613, groats
21, 108, 134, 2176, groats
20, 113, 170, 1980, groats
15, 104, 157, 2860, groats
22, 117, 175, 2059, groats
24, 101, 154, 2201, groats
23, 100, 171, 2368, groats
26, 106, 166, 2640, groats
21, 101, 176, 2100, groats
21, 84, 142, 2520, groats
19, 136, 144, 2673, groats
17, 105, 121, 2628, groats
21, 125, 131, 2296, groats
20, 73, 160, 2325, groats
20, 98, 156, 2407, groats
20, 73, 144, 3060, groats
22, 106, 174, 2511, groats
22, 95, 155, 3320, groats
19, 88, 154, 3256, groats
20, 94, 158, 2835, groats
16, 108, 120, 2418, groats
24, 100, 158, 2821, groats
20, 123, 133, 3072, groats
20, 87, 137, 2772, groats
22, 95, 175, 2805, groats
20, 135, 123, 3360, groats
25, 83, 156, 2040, groats
21, 168, 126, 1995, groats
18, 68, 165, 2418, groats
21, 99, 150, 1920, groats
24, 85, 174, 1904, groats
23, 100, 160, 2415, groats
28, 79, 155, 1836, groats
19, 95, 167, 2277, groats
25, 85, 153, 2117, groats
19, 135, 153, 2088, groats
22, 92, 183, 2325, groats
22, 82, 146, 2016, groats
23, 102, 133, 1988, groats
22, 98, 149, 2128, groats
20, 113, 153, 2618, groats
22, 83, 151, 2695, groats
17, 125, 110, 2812, groats
23, 114, 168, 2208, groats
19, 110, 160, 2520, groats
25, 85, 150, 2739, groats
23, 97, 171, 2772, groats
19, 101, 137, 2349, groats
19, 143, 118, 2622, groats
22, 91, 145, 2784, groats
11, 138, 96, 2592, groats
16, 105, 136, 3080, groats
24, 84, 143, 2958, groats
25, 104, 160, 3230, groats
24, 121, 150, 4459, groats
22, 110, 163, 2821, groats
21, 102, 185, 3128, groats
17, 123, 116, 2790, groats
19, 86, 158, 5671, groats
21, 61, 150, 1813, groats
21, 88, 150, 2176, groats
18, 123, 129, 1755, groats
21, 121, 165, 2010, groats
20, 93, 145, 2380, groats
20, 119, 141, 1764, groats
22, 111, 136, 2277, groats
24, 113, 135, 2220, groats
21, 103, 188, 1876, groats
22, 92, 181, 2232, groats
20, 107, 152, 1860, groats
20, 102, 157, 2418, groats
23, 82, 184, 2010, groats
21, 93, 167, 2484, groats
22, 101, 184, 2304, groats
23, 101, 147, 2175, groats
23, 114, 168, 2460, groats
24, 125, 131, 2490, groats
20, 112, 153, 2618, groats
21, 91, 138, 2464, groats
17, 76, 150, 2772, groats
23, 92, 161, 2856, groats
22, 72, 160, 2688, groats
21, 86, 154, 2436, groats
21, 101, 166, 2187, groats
17, 65, 157, 2640, groats
23, 90, 148, 2464, groats
16, 128, 126, 2754, groats
21, 89, 149, 2343, groats
21, 102, 175, 3080, groats
24, 107, 138, 3060, groats
16, 111, 122, 2490, groats
18, 120, 123, 3026, groats
23, 100, 150, 1708, groats
21, 96, 159, 2176, groats
13, 124, 103, 1680, groats
21, 85, 165, 1704, groats
22, 92, 169, 2040, groats
25, 70, 156, 2100, groats
24, 106, 151, 1932, groats
19, 109, 143, 2263, groats
22, 112, 171, 1953, groats
21, 107, 131, 2449, groats
15, 138, 76, 2475, groats
20, 73, 154, 2080, groats
23, 111, 167, 2604, groats
23, 106, 142, 2304, groats
23, 109, 177, 1971, groats
22, 128, 149, 2075, groats
18, 119, 129, 2592, groats
23, 100, 164, 2400, groats
20, 75, 130, 2072, groats
20, 122, 149, 2728, groats
21, 84, 161, 3330, groats
22, 109, 178, 1885, groats
20, 141, 150, 2730, groats
21, 96, 165, 2880, groats
22, 92, 147, 2541, groats
23, 98, 158, 3128, groats
20, 114, 170, 3196, groats
22, 104, 170, 2730, groats
19, 97, 176, 2852, groats
17, 92, 156, 2697, groats
25, 80, 150, 2652, groats
23, 118, 156, 2345, groats
21, 84, 128, 2581, groats
17, 126, 123, 1890, groats
19, 108, 154, 2048, groats
21, 98, 158, 1971, groats
19, 78, 173, 2450, groats
20, 60, 166, 2190, groats
21, 108, 146, 2376, groats
20, 92, 182, 1708, groats
22, 113, 169, 2184, groats
20, 92, 147, 2146, groats
25, 95, 148, 2660, groats
27, 67, 153, 2835, groats
23, 69, 163, 2464, groats
22, 83, 169, 2449, groats
19, 93, 148, 2886, groats
14, 126, 107, 2844, groats
22, 91, 168, 2485, groats
23, 69, 158, 1972, groats
27, 93, 143, 2175, groats
22, 96, 164, 2805, groats
19, 126, 150, 2904, groats
24, 90, 156, 2759, groats
15, 148, 124, 2805, groats
27, 80, 146, 1850, groats
26, 45, 164, 2415, groats
20, 94, 168, 3255, groats
20, 142, 113, 2449, groats
