@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE hueMoment1 NUMERIC
@ATTRIBUTE hueMoment2 NUMERIC
@ATTRIBUTE hueMoment3 NUMERIC
@ATTRIBUTE hueMoment4 NUMERIC
@ATTRIBUTE hueMoment5 NUMERIC
@ATTRIBUTE hueMoment6 NUMERIC
@ATTRIBUTE hueMoment7 NUMERIC
@ATTRIBUTE circularity NUMERIC
@ATTRIBUTE rectangularity NUMERIC
@ATTRIBUTE aspectRatio NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
21.409392999556935, 117.54275587062472, 140.17988480283563, 0.4868077267122398, 1.0939352485426648, 4.167119986474839, 4.756676056894952, 9.287670381408889, 5.525725284490238, -9.500856652066544, 0.3818431363596132, 0.67828125, 0.25, wholegrain
21.47743966421826, 115.06138509968521, 140.38300104931795, 0.595903895820741, 1.418198612932725, 3.7028031978868103, 4.037182675233514, 7.907221706977909, 4.746506560265752, -9.743748039245714, 0.47341675253101856, 0.6482078853046594, 0.34444444444444444, wholegrain
21.700908059023835, 102.11275066212637, 131.77771471812335, 0.5136716851356745, 1.1657098577415248, 4.068027306008654, 4.287804190137027, 8.465810979442942, 4.875389939516168, 10.154523549438949, 0.4693860655921472, 0.7405182397220614, 0.2802547770700637, wholegrain
22.60213195044656, 102.78680495534428, 134.72227023912419, 0.4714293648678197, 1.0562848603240496, 3.110688873936217, 3.2901197314655986, 6.490539892480928, 3.8192498622811426, 8.558780608924714, 0.38729444678768304, 0.6835390946502058, 0.26666666666666666, wholegrain
22.758305394696738, 101.13501981103322, 139.4004876562024, 0.5259368888364436, 1.2044437683991818, 3.3907045473612474, 3.6550863904556627, 7.177987707216469, 4.258377493578472, -9.462863741669876, 0.39554135863414713, 0.6230955532270601, 0.29573170410995026, wholegrain
27.398889961389962, 81.78257722007721, 139.78281853281854, 0.5013429720244273, 1.1416843630097937, 3.8902420942494502, 4.728269785067192, -9.37332485258104, -5.458062396592989, 9.08954135483178, 0.36170027506304064, 0.6261814744801513, 0.3333333333333333, wholegrain
22.116752404383806, 115.03757548646836, 138.3406396779244, 0.5225140047687332, 1.1939000644726447, 3.7625226853118874, 4.429852296407549, 8.62818657408715, 5.24481983663876, 8.738879571300952, 0.4627553954730534, 0.7674821467272873, 0.30727528999297227, wholegrain
22.253455241335317, 114.92961939187752, 144.29895811184352, 0.5104916286021289, 1.1565884148324121, 4.347792696217103, 4.654859183324156, 9.156234372755328, 5.233343605716328, 10.97838528455525, 0.37896756706355134, 0.7428392855857348, 0.2819004333497678, wholegrain
22.41991495393338, 107.54323175053153, 134.32955350815024, 0.42618780371767506, 0.9477181750748194, 2.540560975821308, 2.701655623743582, 5.323051956404733, 3.1908950399049836, -6.761564049398955, 0.36199556520259185, 0.6230394846130524, 0.23108808064219655, wholegrain
21.785644371941274, 107.5862969004894, 137.46199021207178, 0.532387635789227, 1.221156774619673, 4.374816997449294, 4.764171487830463, 9.339085759156296, 5.425480899515188, -10.13774647325399, 0.46485556486862345, 0.6490875785336885, 0.3120494191884031, wholegrain
22.53368794326241, 99.49054373522459, 140.98611111111111, 0.535194002677793, 1.231152250476288, 3.145249410701901, 3.381425564755059, 6.64476346733837, 3.997559138379247, -9.504192342004986, 0.41735539924043563, 0.6511651265568501, 0.2900763358778626, wholegrain
22.66101316670386, 93.11448337424682, 134.3414416424905, 0.4832593936327924, 1.0837511496296421, 6.456682144010006, 7.914549344993556, 15.185959439738618, -8.744513538015415, -15.343299529592814, 0.37045053336186434, 0.6934200970351091, 0.2488809299411576, wholegrain
21.131264309336046, 119.2187738488934, 142.49860086491987, 0.5205919771535463, 1.1852645219560523, 4.8807427449072796, 5.3060892703764715, 10.399568370397747, 5.8987988296177, 12.167925528140652, 0.4478364980878214, 0.7479224376731302, 0.2857142857142857, wholegrain
20.891023128185026, 114.33085064680517, 129.36064288514308, 0.4886342342490647, 1.0988811314664244, 4.0790840958393355, 4.540428417222305, 8.880988438036107, 5.2689927814332815, 9.289479777003683, 0.38084890616421896, 0.7838354854136776, 0.2679738562091503, wholegrain
22.114015322217217, 103.23952230734565, 155.29179810725552, 0.4417367427053828, 0.9777740085781848, 4.302349232155138, 4.861807095865753, 9.515340902380773, 5.663727734218292, -9.719993124740201, 0.38821753663590863, 0.725975066999103, 0.2408592036882261, wholegrain
22.386138613861387, 113.68699369936994, 146.36723672367236, 0.4387192790886003, 0.980219869367617, 2.252391744977798, 2.386431242352721, 4.705858713184648, 2.8774545376066802, -6.772477999567901, 0.3377921782058003, 0.6085, 0.22857142857142856, wholegrain
22.00066740823137, 116.12769744160178, 155.55016685205786, 0.4776913416465209, 1.0708514129923348, 3.7461677508088282, 4.719086039572123, -9.208802991716459, -5.3720139546376755, -9.031054909594749, 0.41079355396338274, 0.7556833484996406, 0.2545231848128664, wholegrain
21.032232232232232, 118.83403403403403, 139.25285285285284, 0.5401697812511408, 1.24136514027181, 4.477901747431149, 4.744910476352718, 9.35638081829028, 5.36760046546644, 11.120856745028044, 0.36649459416227315, 0.6879097744194124, 0.29977245987712664, wholegrain
22.45683661645423, 104.44756662804171, 141.74478563151797, 0.4402114246390975, 0.9815769686893768, 2.569429633798231, 2.729076275507759, 5.37849635898893, 3.2248810277178697, 6.935264262966077, 0.32973230064338427, 0.5727087350286113, 0.23399790624398598, wholegrain
21.947445255474452, 95.58613138686131, 137.67664233576642, 0.5011749384808141, 1.1363646978401676, 3.163664856695367, 3.3584732675755977, 6.619544911362161, 3.927758805725026, -9.081972005602658, 0.4208070586818184, 0.651296111665005, 0.288135593220339, wholegrain
22.4519535374868, 106.93875395987328, 130.4305702217529, 0.4431331842503257, 0.990890876839355, 2.4762007401444563, 2.5920379993406772, 5.126164758517993, 3.0884616418161253, -7.360232612357557, 0.27565367145010444, 0.620244448269926, 0.2356687898089172, wholegrain
